site_id_from;site_id_to;iwait;inveht;xpen;xnum;cost
2924;3798;1;2.02;5;1;15.52
2925;3798;0.91;2.46;5;1;15.87
2926;3798;0.41;4.5;5;1;16.58
2937;3798;6;4.72;0;0;10.72
3014;3798;6;1.04;0;0;7.04
3317;3798;2.46;9.8;10;2;30.55
3318;3798;5;20.24;7.5;1.5;40.64
3349;3798;3.75;7.41;5;1;22.16
3799;3798;7.5;0.96;0;0;8.46
3962;3798;3;15.76;8.5;1.7;35.28
4077;3798;5;22.73;10;2;46.02
4138;3798;0.83;3.83;5;1;16.16
4142;3798;1.11;5.17;5;1;17.28
4149;3798;7.5;2.53;0;0;10.03
4151;3798;6;4.56;5;1;23.06
4187;3798;4.29;7.33;10;2;28.7
4276;3798;1.43;18.59;10;2;38.31
4304;3798;2;5.99;5;1;18.99
4308;3798;1.88;4.19;10;2;23.18
4309;3798;7.5;14.72;5;1;33.22
4351;3798;3.75;8.33;10;2;29.77
4352;3798;3.75;8.34;10;2;29.78
4355;3798;1.76;8.93;5;1;22.31
4357;3798;0.7;7;5;1;18.94
6159;3798;2.73;4.02;5;1;17.75
1658;4151;0.73;15.82;10;2;36.05
1659;4151;0.83;15.02;10;2;35.6
2025;4151;0.71;16.56;5.95;1.19;29.37
2359;4151;1.67;3;5;1;15.67
2360;4151;0.83;4.82;5;1;16.65
2363;4151;1.11;8.39;5;1;20.5
2368;4151;1.11;5.13;5;1;17.24
2369;4151;1.36;3.86;10;2;22.89
2576;4151;2.73;7.48;5;1;21.21
2589;4151;1.88;7.45;5;1;20.33
2590;4151;1.88;6.1;5;1;18.98
2591;4151;6;4.96;0;0;10.96
2592;4151;2;6;5;1;19
2593;4151;2.73;6.75;5;1;20.48
2594;4151;2.73;5.71;5;1;19.44
2597;4151;6;4.23;0;0;10.23
2616;4151;0.4;10.53;10;2;28.14
2628;4151;2;9.13;7.33;1.47;24.99
2629;4151;2;10.03;7.33;1.47;25.89
2630;4151;0.57;8.84;9.24;1.85;26
2686;4151;1.11;19.33;10;2;37.9
2785;4151;1.57;8.59;10;2;27.83
2786;4151;1.57;7.3;10;2;26.54
2787;4151;1.67;6.05;5;1;18.72
2788;4151;0.8;8.61;10;2;26.57
2790;4151;3.75;11.53;5;1;26.28
2791;4151;0.65;9.82;9.13;1.83;26.98
2793;4151;1.88;20.83;5;1;33.71
2794;4151;1.52;11.17;10;2;29.8
2795;4151;1.52;12.84;10;2;31.47
2811;4151;0.75;10.84;5;1;22.59
2814;4151;0.65;12.54;10;2;29.94
2860;4151;7.5;6.65;5;1;25.15
2861;4151;0.68;8.11;5;1;19.79
2862;4151;7.5;3.24;5;1;21.74
2863;4151;2.14;9.29;10;2;28.23
2924;4151;1;2.09;5;1;14.09
2925;4151;0.91;2.53;5;1;14.44
2926;4151;0.91;3.69;5;1;15.6
2937;4151;6;6.3;0;0;12.3
3014;4151;6;2.62;0;0;8.62
3317;4151;1.55;23;10;2;43.18
3318;4151;5;27.15;10;2;52.79
3349;4151;3.75;8.99;5;1;23.74
3798;4151;6;1.58;0;0;7.58
3799;4151;6;1.03;0;0;7.03
3962;4151;4.29;19.02;10;2;40.06
4077;4151;5;38.86;10;2;61.62
4138;4151;2.5;2.85;5;1;16.35
4142;4151;1.11;6.75;5;1;18.86
4149;4151;7.5;2.6;5;1;21.1
4187;4151;4.29;6.52;10;2;27.71
4276;4151;6;20.63;10;2;44.3
4304;4151;2;7.57;5;1;20.57
4308;4151;1.88;5.77;10;2;24.76
4309;4151;7.5;16.3;5;1;34.8
4351;4151;7.5;8.2;10;2;32.61
4352;4151;7.5;6.94;10;2;31.35
4355;4151;1.15;4.42;10;2;22.48
4357;4151;0.83;8.78;5;1;20.62
6159;4151;2.73;5.6;5;1;19.33
1658;2360;0.83;9.28;10;2;23.22
1659;2360;0.83;8.57;10;2;22.51
2025;2360;3.75;11.86;5;1;21.72
2359;2360;6;2.32;0;0;8.32
2363;2360;1.11;6.56;0;0;7.67
2368;2360;1.11;3.3;0;0;4.41
2369;2360;1.36;3.18;5;1;15.54
2576;2360;1.67;5.14;5;1;12.92
2589;2360;1.67;6.08;5;1;15.47
2590;2360;3.33;9.55;5;1;18.99
2591;2360;6;1.68;5;1;13.79
2592;2360;3.33;7.34;5;1;16.78
2593;2360;1.67;4.42;5;1;12.19
2594;2360;1.11;3.88;5;1;11.1
2597;2360;1.11;0.95;0;0;2.06
2616;2360;0.65;9.76;4.13;0.83;17.64
2628;2360;2;4.84;5;1;12.95
2629;2360;2;5.74;5;1;13.85
2630;2360;2;6.91;5;1;15.02
2686;2360;2.14;13.09;5;1;23.99
2785;2360;1.57;6.67;5;1;19.24
2786;2360;1.57;5.38;5;1;17.95
2787;2360;6;4.13;0;0;10.13
2788;2360;0.8;6.29;5;1;16.94
2790;2360;3.75;6.35;0;0;10.1
2791;2360;3.75;8.78;0;0;12.53
2793;2360;0.86;10.43;10;2;24.22
2794;2360;1.52;9.34;5;1;16.97
2795;2360;1.52;11.01;5;1;18.64
2811;2360;0.75;7.56;5;1;14.42
2814;2360;0.65;9.26;10;2;21.77
2860;2360;2;6.55;5;1;17.3
2861;2360;3.75;5.4;0;0;9.15
2862;2360;1.88;6.51;5;1;16.88
2863;2360;2.14;8.45;5;1;18.84
2924;2360;3.75;2.15;0;0;5.9
2925;2360;2.73;3.67;0;0;6.4
2926;2360;2.73;4.73;0;0;7.46
2937;2360;6;3.02;5;1;15.13
3014;2360;3.33;3.03;5;1;13.37
3317;2360;2.46;10.79;10;2;27.79
3318;2360;5;18.45;10;2;38.82
3349;2360;3.75;3.81;0;0;7.56
3798;2360;3.33;2.84;5;1;13.18
3799;2360;2.73;2.17;0;0;4.9
3962;2360;3;15.48;10;2;31.16
4077;2360;5;23.72;10;2;43.26
4138;2360;1.25;0.75;0;0;2
4142;2360;1.11;4.92;0;0;6.03
4149;2360;7.5;3.74;5;1;18.97
4151;2360;6;8.61;5;1;23.36
4187;2360;4.29;7.56;5;1;19.57
4276;2360;1.43;19.58;10;2;35.55
4304;2360;3.33;6.03;5;1;15.47
4308;2360;1.88;3.94;5;1;11.93
4309;2360;7.5;9.11;10;2;29.38
4351;2360;3.75;9.66;5;1;21.64
4352;2360;3.75;9.66;5;1;21.65
4355;2360;1.15;5.46;5;1;14.34
4357;2360;1.15;6.78;5;1;15.66
6159;2360;2.73;2.32;5;1;11.16
1658;2368;0.83;5.98;5;1;13.81
1659;2368;0.83;5.27;5;1;13.1
2025;2368;1.43;10.01;5;1;18.1
2359;2368;6;6.42;0;0;12.42
2360;2368;1.25;4.1;0;0;5.35
2363;2368;1.11;3.26;0;0;4.37
2369;2368;1.07;7.13;6.07;1.21;19.55
2576;2368;4.29;3.33;0;0;7.62
2589;2368;3.33;7.6;0;0;10.93
2590;2368;3.33;6.25;0;0;9.58
2591;2368;3.33;5.11;0;0;8.44
2592;2368;3.33;4.04;0;0;7.37
2593;2368;4.29;2.6;0;0;6.89
2594;2368;1.88;1.57;0;0;3.45
2597;2368;1.25;1.56;0;0;2.81
2616;2368;0.65;10.81;8.26;1.65;21.37
2628;2368;2;1.54;0;0;3.54
2629;2368;2;2.44;0;0;4.44
2630;2368;2;3.61;0;0;5.61
2686;2368;2.14;14.62;7.86;1.57;27.82
2785;2368;1.63;4.61;5;1;13.24
2786;2368;1.63;5.98;5;1;14.61
2787;2368;0.7;5.79;4.42;0.88;12.67
2788;2368;1.63;8.82;5;1;17.45
2790;2368;3.75;10.45;0;0;14.2
2791;2368;0.65;9.15;4.13;0.83;15.59
2793;2368;0.86;7.19;5;1;15.05
2794;2368;0.72;5.39;5;1;12.69
2795;2368;0.91;6.58;5;1;13.96
2811;2368;0.75;8.17;5;1;15.17
2814;2368;0.65;9.87;10;2;22.52
2860;2368;2;7.81;8.67;1.73;20.28
2861;2368;0.62;6.42;4.17;0.83;12.25
2862;2368;1.88;7.41;8.75;1.75;19.84
2863;2368;2.14;8.35;10;2;22.5
2924;2368;3.75;6.25;0;0;10
2925;2368;2.73;7.77;0;0;10.5
2926;2368;0.59;5.14;3.92;0.78;10.63
2937;2368;6;3.63;5;1;15.88
3014;2368;3.33;5.58;5;1;15.98
3317;2368;1.55;15.22;10;2;30.66
3318;2368;5;22.54;10;2;42.92
3349;2368;3.75;7.91;0;0;11.66
3798;2368;3.33;5.39;5;1;15.79
3799;2368;2.73;6.27;0;0;9
3962;2368;4.29;16.35;10;2;32.64
4077;2368;5;24.73;10;2;42.52
4138;2368;1.25;4.85;0;0;6.1
4142;2368;1.11;1.62;0;0;2.73
4149;2368;7.5;6.13;5;1;19.88
4151;2368;6;9.01;10;2;27.01
4187;2368;4.29;6.96;10;2;23.25
4276;2368;1.43;10.14;10;2;24.4
4304;2368;3.33;2.73;0;0;6.06
4308;2368;1.88;0.64;0;0;2.52
4309;2368;7.5;7.29;5;1;24.08
4351;2368;3.75;9.15;10;2;25.29
4352;2368;3.75;9.15;10;2;25.3
4355;2368;1.15;4.86;10;2;18.01
4357;2368;1.15;6.18;10;2;19.33
6159;2368;2.73;2.93;5;1;11.91
1658;2597;0.83;6.88;10;2;20.82
1659;2597;0.83;6.17;10;2;20.11
2025;2597;3.75;5.19;5;1;14.69
2359;2597;6;3.27;0;0;9.27
2360;2597;1.25;0.95;0;0;2.2
2363;2597;1.11;4.16;0;0;5.27
2368;2597;1.11;0.9;0;0;2.01
2369;2597;1.36;4.13;5;1;16.49
2576;2597;2.73;3.25;0;0;5.98
2589;2597;1.67;3.92;5;1;11.34
2590;2597;1.88;1.87;5;1;14.75
2591;2597;6;0.73;0;0;6.73
2592;2597;1.25;2.96;5;1;13.38
2593;2597;2.73;2.52;0;0;5.25
2594;2597;2.73;1.48;0;0;4.21
2616;2597;0.79;7.35;5;1;13.89
2628;2597;2;2.44;5;1;10.55
2629;2597;2;3.34;5;1;11.45
2630;2597;2;4.51;5;1;12.62
2686;2597;2.14;7.53;10;2;21.22
2785;2597;1.57;9.27;5;1;16.59
2786;2597;1.57;7.98;5;1;15.3
2787;2597;0.7;5.17;4.42;0.88;10.95
2788;2597;1.57;5.57;5;1;12.89
2790;2597;3.75;7.3;0;0;11.05
2791;2597;0.65;6.81;4.13;0.83;12.22
2793;2597;0.86;8.03;10;2;21.82
2794;2597;1.52;6.94;5;1;14.57
2795;2597;1.52;8.61;5;1;16.24
2811;2597;0.75;6.61;0;0;7.36
2814;2597;0.65;8.31;5;1;14.71
2860;2597;2;6.25;3.67;0.73;12.47
2861;2597;0.75;4.24;0;0;4.99
2862;2597;1.88;5.85;3.75;0.75;12.04
2863;2597;2.14;6.79;5;1;14.69
2924;2597;3.75;3.1;0;0;6.85
2925;2597;2.73;4.62;0;0;7.35
2926;2597;0.75;2.57;0;0;3.32
2937;2597;6;2.07;0;0;8.07
3014;2597;7.5;1.16;0;0;8.66
3317;2597;2.46;9.63;10;2;23.63
3318;2597;5;17.22;10;2;33.78
3349;2597;3.75;4.76;0;0;8.51
3798;2597;7.5;2.04;0;0;9.54
3799;2597;2;3.09;0;0;5.09
3962;2597;3;13.88;6.5;1.3;24.38
4077;2597;5;22.56;10;2;39.1
4138;2597;1.25;1.7;0;0;2.95
4142;2597;1.11;2.52;0;0;3.63
4149;2597;7.5;4.57;0;0;12.07
4151;2597;6;7.45;5;1;19.2
4187;2597;4.29;5.4;5;1;15.44
4276;2597;1.43;18.42;10;2;31.39
4304;2597;3.33;3.63;5;1;13.07
4308;2597;1.88;1.54;5;1;9.53
4309;2597;7.5;7.21;5;1;22.44
4351;2597;3.75;7.29;7.5;1.5;19.68
4352;2597;7.5;5.82;5;1;19.07
4355;2597;1.15;3.3;5;1;10.2
4357;2597;1.15;4.62;5;1;11.52
6159;2597;2.73;1.37;0;0;4.1
1658;2616;0.56;11.23;6.85;1.37;19.72
1659;2616;0.83;7.57;10;2;19.98
2025;2616;0.79;16.44;6.05;1.21;24.24
2359;2616;0.86;11.31;5;1;17.97
2360;2616;3.33;15.28;0;0;18.61
2363;2616;0.77;14.07;7.69;1.54;23.56
2368;2616;1.11;11.78;6.67;1.33;20.36
2369;2616;1.07;10.95;6.07;1.21;19.05
2576;2616;1.67;11.55;10;2;24.56
2589;2616;1.58;10.47;3.95;0.79;16.64
2590;2616;2;10.56;5;1;18.37
2591;2616;1.25;10.97;5.83;1.17;19
2592;2616;2;12.93;5;1;20.74
2593;2616;1.67;10.82;10;2;23.83
2594;2616;1.58;11.73;7.89;1.58;22.24
2597;2616;0.4;7.49;5;1;13.68
2628;2616;1.88;8.01;10;2;21.46
2629;2616;0.8;7.59;10;2;19.96
2630;2616;0.79;5.91;5;1;12.49
2686;2616;2.14;2.76;5;1;10.7
2785;2616;1.57;8.14;5;1;15.5
2786;2616;1.57;6.85;5;1;14.21
2787;2616;0.79;4.05;5;1;10.63
2788;2616;1.57;4.44;5;1;11.8
2790;2616;0.99;7.43;1.32;0.26;9.95
2791;2616;0.75;4.77;0;0;5.52
2793;2616;0.86;11.51;10;2;23.95
2794;2616;0.82;9.6;10;2;22
2795;2616;2.31;7.16;10;2;21.05
2811;2616;0.6;4.54;3.6;0.72;9.3
2814;2616;0.65;4.89;10;2;17.16
2860;2616;2;4.26;5;1;12.05
2861;2616;0.79;3.11;0;0;3.9
2862;2616;2.5;4.93;5;1;13.22
2863;2616;2.14;8.15;5;1;16.1
2924;2616;1.36;11.17;2.95;0.59;15.97
2925;2616;2.31;7.85;5;1;15.97
2926;2616;0.75;4.78;5;1;11.32
2937;2616;0.83;5.64;5;1;12.29
3014;2616;3.33;8.81;7.22;1.44;20.34
3317;2616;2.46;2.28;0;0;4.74
3318;2616;5;6.11;5;1;18.05
3349;2616;3.33;11.17;0;0;14.5
3798;2616;6;7.9;5;1;19.69
3799;2616;1.67;8.32;5;1;15.79
3962;2616;0.86;11.63;5;1;18.44
4077;2616;5;14.67;5;1;28
4138;2616;3.33;14.03;0;0;17.36
4142;2616;1.11;13.4;6.67;1.33;21.98
4149;2616;7.5;9.89;10;2;29.86
4151;2616;6;6.32;5;1;18.11
4187;2616;4.29;9.25;5;1;19.35
4276;2616;1.43;17.29;5;1;24.51
4304;2616;2;14.5;5;1;22.31
4308;2616;1.88;10.14;10;2;23.59
4309;2616;7.5;18.81;5;1;32.12
4351;2616;7.5;6.52;0;0;14.02
4352;2616;7.5;7.79;0;0;15.29
4355;2616;1.67;8.8;3.89;0.78;14.98
4357;2616;0.83;3.16;5;1;9.8
6159;2616;2.73;8.86;10;2;22.78
1658;2629;0.83;3.54;5;1;11.37
1659;2629;0.83;2.83;5;1;10.66
2025;2629;2.31;7.06;5;1;15.75
2359;2629;6;8.85;5;1;21.73
2360;2629;1.25;6.53;5;1;14.65
2363;2629;1.11;5.69;5;1;13.68
2368;2629;1.88;2.43;0;0;4.3
2369;2629;5;4.02;10;2;21.81
2576;2629;4.29;5.76;0;0;10.05
2589;2629;3.33;10.03;0;0;13.36
2590;2629;3.33;8.68;0;0;12.01
2591;2629;3.33;7.54;0;0;10.87
2592;2629;3.33;6.47;0;0;9.8
2593;2629;4.29;5.03;0;0;9.32
2594;2629;1.88;4;0;0;5.88
2597;2629;0.51;3.47;5;1;10.92
2616;2629;0.79;7.08;10;2;20.66
2628;2629;1.88;0.94;0;0;2.81
2630;2629;2;1.17;0;0;3.17
2686;2629;3.75;10.09;10;2;26.63
2785;2629;1.63;2.17;5;1;10.8
2786;2629;1.63;3.54;5;1;12.17
2787;2629;0.79;3.03;5;1;10.82
2788;2629;1.63;6.38;5;1;15.01
2790;2629;1.14;7.99;6.52;1.3;17.88
2791;2629;0.79;5.93;5;1;13.72
2793;2629;1.38;4.3;0;0;5.68
2794;2629;1.38;2.35;0;0;3.73
2795;2629;0.61;3.59;5;1;10.76
2811;2629;0.4;6.6;10;2;19.79
2814;2629;3;11.3;10;2;27.15
2860;2629;2;5.12;10;2;19.91
2861;2629;0.79;3.97;5;1;11.76
2862;2629;2.5;5.79;10;2;21.08
2863;2629;4.29;7.28;10;2;24.36
2924;2629;3.75;8.68;5;1;19.3
2925;2629;2.73;10.2;5;1;19.8
2926;2629;0.33;6.49;9.4;1.88;18.75
2937;2629;2.14;10.62;5;1;21.09
3014;2629;3.33;7.5;10;2;23.48
3317;2629;4.17;13.35;10;2;30.31
3318;2629;10;23.42;10;2;46.27
3349;2629;3.75;10.34;5;1;20.96
3798;2629;3.33;7.31;10;2;23.29
3799;2629;2.73;8.7;5;1;18.3
3962;2629;0.94;19.38;10;2;33.17
4077;2629;5;22.29;10;2;40.08
4138;2629;1.25;7.28;5;1;15.4
4142;2629;1.11;4.05;5;1;12.04
4149;2629;7.5;8.04;10;2;27.99
4151;2629;6;7.18;10;2;25.97
4187;2629;4.29;14.87;10;2;31.24
4276;2629;1.43;7.7;10;2;21.96
4304;2629;3.33;5.16;0;0;8.49
4308;2629;1.88;3.07;0;0;4.95
4309;2629;7.5;9.72;5;1;26.51
4351;2629;7.5;7.22;10;2;27.51
4352;2629;3.75;11.89;10;2;28.08
4355;2629;0.81;12.89;8.65;1.73;24.98
4357;2629;2.73;9.34;10;2;24.86
6159;2629;2.73;7.34;5;1;16.94
1658;2630;0.83;2.37;0;0;3.2
1659;2630;0.83;1.66;0;0;2.49
2025;2630;2.31;7.3;0;0;9.61
2359;2630;1.11;8.1;5;1;15.06
2360;2630;1.25;2.89;5;1;9.99
2363;2630;1.11;6.1;5;1;13.06
2368;2630;1.88;3.59;0;0;5.46
2369;2630;5;2.85;5;1;13.64
2576;2630;1.67;5.86;3.06;0.61;11.1
2589;2630;3.33;11.19;0;0;14.52
2590;2630;3.33;9.84;0;0;13.17
2591;2630;2.14;6.55;1.79;0.36;10.78
2592;2630;3.33;7.63;0;0;10.96
2593;2630;1.67;5.13;3.06;0.61;10.37
2594;2630;1.88;5.16;0;0;7.04
2597;2630;0.85;1.94;0;0;2.79
2616;2630;0.79;5.91;5;1;12.49
2628;2630;1.88;2.1;0;0;3.97
2629;2630;0.8;1.68;0;0;2.47
2686;2630;2.14;7.69;7.14;1.43;18.11
2785;2630;1.63;1;0;0;2.63
2786;2630;1.63;2.37;0;0;4
2787;2630;0.79;1.86;0;0;2.65
2788;2630;1.63;5.21;0;0;6.84
2790;2630;1.14;6.82;1.52;0.3;9.71
2791;2630;0.79;4.76;0;0;5.55
2793;2630;0.86;5.6;0;0;6.46
2794;2630;0.82;3.69;0;0;4.51
2795;2630;2.31;1.25;0;0;3.56
2811;2630;0.4;5.43;5;1;11.62
2814;2630;0.97;7.98;8.39;1.68;18.41
2860;2630;2;3.95;5;1;11.74
2861;2630;0.79;2.8;0;0;3.59
2862;2630;2.5;4.62;5;1;12.91
2863;2630;4.29;6.11;5;1;16.19
2924;2630;3.75;5.04;5;1;14.64
2925;2630;2.73;6.56;5;1;15.14
2926;2630;0.38;4.49;5;1;10.68
2937;2630;6;4.01;5;1;15.86
3014;2630;3.33;6.17;5;1;15.32
3317;2630;1.55;9.67;8.14;1.63;20.65
3318;2630;5;16.05;10;2;32.66
3349;2630;1.76;8.1;5;1;15.68
3798;2630;3.33;5.99;5;1;15.14
3799;2630;1.5;5.53;5;1;12.87
3962;2630;0.86;17.58;5.43;1.09;24.78
4077;2630;5;21.12;5;1;31.91
4138;2630;1;3.65;5;1;10.48
4142;2630;1.11;4.46;5;1;11.42
4149;2630;7.5;6.51;5;1;19.86
4151;2630;6;6.01;5;1;17.8
4187;2630;4.29;7.32;10;2;22.8
4276;2630;1.43;6.53;5;1;13.79
4304;2630;3.33;6.32;0;0;9.65
4308;2630;1.88;4.23;0;0;6.1
4309;2630;7.5;10.58;5;1;26.83
4351;2630;7.5;6.05;5;1;19.34
4352;2630;3.75;7.53;7.5;1.5;19.77
4355;2630;0.81;6.49;8.51;1.7;16.88
4357;2630;2.73;8.17;5;1;16.69
6159;2630;2.73;3.31;5;1;11.89
1658;2790;0.83;10.58;5;1;17.98
1659;2790;0.83;9.87;5;1;17.27
2025;2790;1.43;13.85;6.9;1.38;23.94
2359;2790;1.3;5.81;5;1;15.45
2360;2790;3.33;6.64;0;0;9.97
2363;2790;3.33;13.2;0;0;16.53
2368;2790;3.33;9.94;0;0;13.27
2369;2790;5;5.29;5;1;16.86
2576;2790;1.67;11.78;5;1;21.78
2589;2790;1.67;4.75;10;2;18.46
2590;2790;3.33;16.19;5;1;27.86
2591;2790;6;9.9;5;1;22.19
2592;2790;3.33;13.98;5;1;25.65
2593;2790;1.67;11.05;5;1;21.05
2594;2790;1.11;10.52;5;1;19.96
2597;2790;3.33;7.59;0;0;10.92
2616;2790;1.42;9.37;0;0;10.79
2628;2790;1.88;10.31;5;1;18.76
2629;2790;0.8;9.89;5;1;17.25
2630;2790;1.57;8.21;0;0;9.78
2686;2790;2.14;6.74;5;1;15.14
2785;2790;1.57;6.84;0;0;8.41
2786;2790;1.57;5.55;0;0;7.12
2787;2790;1.57;4.3;0;0;5.87
2788;2790;1.57;3.14;0;0;4.71
2791;2790;1.14;2.43;0;0;3.57
2793;2790;0.86;13.81;5;1;21.24
2794;2790;0.82;11.9;5;1;19.29
2795;2790;2.31;9.46;5;1;18.34
2811;2790;0.73;3.55;4.37;0.87;9.64
2814;2790;0.65;5.09;10;2;17.71
2860;2790;2;2.77;3.67;0.73;9.39
2861;2790;1.3;1.73;0;0;3.02
2862;2790;2.5;3.55;5;1;12.34
2863;2790;4.29;5.04;5;1;15.62
2924;2790;3.33;4.58;0;0;7.91
2925;2790;0.73;5.69;8.66;1.73;17.48
2926;2790;0.75;3.4;5;1;10.44
2937;2790;2.14;8.06;8.21;1.64;20.2
3014;2790;3.33;8.09;5;1;18.62
3317;2790;2.46;10.45;5;1;19.32
3318;2790;5;14.35;10;2;31.38
3349;2790;3.33;2.53;0;0;5.86
3798;2790;3.33;7.9;5;1;18.44
3799;2790;1.88;6.55;5;1;16.12
3962;2790;0.71;10.9;5.36;1.07;22.47
4077;2790;5;18.79;10;2;35.72
4138;2790;3.33;5.39;0;0;8.72
4142;2790;3.33;11.56;0;0;14.89
4149;2790;7.5;12.16;5;1;27.99
4151;2790;6;4.94;5;1;17.23
4187;2790;4.29;6.23;10;2;22.56
4276;2790;1.43;14.74;10;2;28.57
4304;2790;3.33;12.67;5;1;24.34
4308;2790;1.88;10.58;5;1;20.79
4309;2790;7.5;15.75;10;2;38.25
4351;2790;7.5;3.72;5;1;17.36
4352;2790;7.5;4.99;5;1;18.63
4355;2790;0.81;5.26;8.51;1.7;16.39
4357;2790;2.73;6.64;5;1;15.6
6159;2790;2.73;8.96;5;1;20.02
1658;2791;0.83;7.13;5;1;13.75
1659;2791;0.83;6.42;5;1;13.04
2025;2791;2.31;12.06;5;1;20.16
2359;2791;1.3;7.86;5;1;17.5
2360;2791;2;7.6;2;0.4;11.91
2363;2791;2;14.16;2;0.4;18.47
2368;2791;1.2;9.66;3.2;0.64;14.57
2369;2791;5;3.89;5;1;14.68
2576;2791;1.67;10.46;8.06;1.61;21.22
2589;2791;7.5;8.92;0;0;16.42
2590;2791;1.25;11.72;5;1;22.95
2591;2791;1.67;11.25;6.11;1.22;20.02
2592;2791;3.33;12.39;5;1;21.51
2593;2791;1.67;9.73;8.06;1.61;20.49
2594;2791;1.88;9.92;5;1;17.59
2597;2791;0.61;6.83;4.08;0.82;12.17
2616;2791;0.79;5.38;0;0;6.17
2628;2791;1.88;6.86;5;1;14.52
2629;2791;0.8;6.44;5;1;13.02
2630;2791;0.79;4.76;0;0;5.55
2686;2791;3.75;4.16;0;0;7.91
2785;2791;1.57;8.89;0;0;10.46
2786;2791;1.57;7.6;0;0;9.17
2787;2791;0.79;2.9;0;0;3.69
2788;2791;1.57;5.19;0;0;6.76
2790;2791;0.93;2.05;0;0;2.98
2793;2791;0.86;10.36;5;1;17.01
2794;2791;0.82;8.45;5;1;15.06
2795;2791;2.31;6.01;5;1;14.11
2811;2791;0.83;0.96;0;0;1.79
2814;2791;0.65;2.66;5;1;9.14
2860;2791;2;3.49;3.67;0.73;9.73
2861;2791;0.79;1.96;0;0;2.75
2862;2791;2.5;3.78;5;1;12.07
2863;2791;4.29;5.27;5;1;15.35
2924;2791;3.33;6.63;0;0;9.96
2925;2791;1;4.97;10;2;17.51
2926;2791;0.68;3.94;4.55;0.91;9.89
2937;2791;0.83;6.2;5;1;12.87
3014;2791;3.33;7.7;7.22;1.44;19.23
3317;2791;1.55;6.58;5;1;13.75
3318;2791;5;11.87;7.5;1.5;25.32
3349;2791;3.33;4.58;0;0;7.91
3798;2791;6;6.75;5;1;18.54
3799;2791;0.91;6.81;7.58;1.52;17.32
3962;2791;0.71;8.51;5;1;16.4
4077;2791;5;16.36;5;1;27.15
4138;2791;2;6.35;2;0.4;10.66
4142;2791;2;12.52;2;0.4;16.83
4149;2791;7.5;11;10;2;29.69
4151;2791;6;5.17;5;1;16.96
4187;2791;4.29;4.5;10;2;20.46
4276;2791;1.43;11.29;10;2;24.34
4304;2791;3.33;11.08;5;1;20.2
4308;2791;1.88;8.99;5;1;16.65
4309;2791;7.5;15.34;10;2;37.38
4351;2791;7.5;1.29;0;0;8.79
4352;2791;7.5;2.56;0;0;10.06
4355;2791;7.5;6.01;0;0;13.51
4357;2791;0.75;3.82;4.5;0.9;9.82
6159;2791;2.73;7.8;10;2;21.72
1658;2793;1.88;8.02;0;0;9.89
1659;2793;1.88;7.31;0;0;9.18
2025;2793;2.31;2.98;0;0;5.29
2359;2793;1.3;11.43;10;2;24.87
2360;2793;1.25;6.34;10;2;19.72
2363;2793;0.47;5.47;5;1;12.44
2368;2793;0.75;8.52;5;1;15.85
2369;2793;5;8.04;10;2;25.7
2576;2793;1.67;9.99;8.06;1.61;21.74
2589;2793;1.67;9.31;10;2;23.11
2590;2793;3.33;15.03;5;1;25.24
2591;2793;2.14;11.11;6.79;1.36;22.01
2592;2793;3.33;12.82;5;1;23.03
2593;2793;1.67;9.26;8.06;1.61;21.01
2594;2793;1.11;8.93;7.04;1.41;19.06
2597;2793;0.75;5.39;5;1;12.52
2616;2793;0.79;11.1;10;2;24.55
2628;2793;1.88;7.29;5;1;16.04
2629;2793;0.8;6.87;5;1;14.54
2630;2793;1.88;5.19;0;0;7.06
2686;2793;3.75;14.11;10;2;30.52
2785;2793;1.63;6.19;5;1;14.7
2786;2793;1.63;7.56;5;1;16.07
2787;2793;0.79;7.05;5;1;14.71
2788;2793;1.63;10.4;5;1;18.91
2790;2793;1.14;12.01;6.52;1.3;21.77
2791;2793;0.79;9.95;5;1;17.61
2794;2793;1.88;1.56;0;0;3.44
2795;2793;1.88;3.23;0;0;5.11
2811;2793;0.75;12;5;1;19.13
2814;2793;0.65;13.7;10;2;26.48
2860;2793;2;9.14;10;2;23.8
2861;2793;0.79;7.99;5;1;15.65
2862;2793;1.88;10.01;10;2;24.41
2863;2793;2.14;11.36;10;2;25.91
2924;2793;0.79;10.63;10;2;23.55
2925;2793;0.73;9.49;10;2;22.35
2926;2793;0.75;7.96;5;1;15.09
2937;2793;0.83;10.68;5;1;18.82
3014;2793;7.5;6.55;10;2;26.18
3317;2793;4.17;17.37;10;2;34.2
3318;2793;10;27.44;10;2;50.16
3349;2793;3.75;10.15;10;2;26.03
3798;2793;3.33;10.4;10;2;26.16
3799;2793;0.94;9.28;10;2;22.35
3962;2793;0.77;22.82;10;2;36.21
4077;2793;5;26.31;10;2;43.97
4138;2793;1.25;7.09;10;2;20.47
4142;2793;1.25;6.98;5;1;14.62
4149;2793;7.5;9.96;10;2;29.59
4151;2793;6;11.2;10;2;29.86
4187;2793;4.29;10.79;10;2;27.21
4276;2793;1.43;12.18;5;1;20.48
4304;2793;3.33;11.51;5;1;21.72
4308;2793;1.88;9.42;5;1;18.17
4309;2793;7.5;6.26;5;1;22.51
4351;2793;3.75;11.86;10;2;28
4352;2793;3.75;11.86;10;2;28.01
